Time,X,Y,Velocity
9.08,90.8,20,10
9.09,90.9,20,10
9.1,91,20,10
9.11,91.1,20,10
9.12,91.2,20,10
9.13,91.3,20,10
9.14,91.4,20,10
9.15,91.5,20,10
9.16,91.6,20,10
9.17,91.7,20,10
9.18,91.8,20,10
9.19,91.9,20,10
9.2,92,20,10
9.21,92.1,20,10
9.22,92.2,20,10
9.23,92.3,20,10
9.24,92.4,20,10
9.25,92.5,20,10
9.26,92.6,20,10
9.27,92.7,20,10
9.28,92.8,20,10
9.29,92.9,20,10
9.3,93,20,10
9.31,93.1,20,10
9.32,93.2,20,10
9.33,93.3,20,10
9.34,93.4,20,10
9.35,93.5,20,10
9.36,93.6,20,10
9.37,93.7,20,10
9.38,93.8,20,10
9.39,93.9,20,10
9.4,94,20,10
9.41,94.1,20,10
9.42,94.2,20,10
9.43,94.3,20,10
9.44,94.4,20,10
9.45,94.5,20,10
9.46,94.6,20,10
9.47,94.7,20,10
9.48,94.8,20,10
9.49,94.9,20,10
9.5,95,20,10
9.51,95.1,20,10
9.52,95.2,20,10
9.53,95.3,20,10
9.54,95.4,20,10
9.55,95.5,20,10
9.56,95.6,20,10
9.57,95.7,20,10
9.58,95.8,20,10
9.59,95.9,20,10
9.6,96,20,10
9.61,96.1,20,10
9.62,96.2,20,10
9.63,96.3,20,10
9.64,96.4,20,10
9.65,96.5,20,10
9.66,96.6,20,10
9.67,96.7,20,10
9.68,96.8,20,10
9.69,96.9,20,10
9.7,97,20,10
9.71,97.1,20,10
9.72,97.2,20,10
9.73,97.3,20,10
9.74,97.4,20,10
9.75,97.5,20,10
9.76,97.6,20,10
9.77,97.7,20,10
9.78,97.8,20,10
9.79,97.9,20,10
9.8,98,20,10
9.81,98.1,20,10
9.82,98.2,20,10
9.83,98.3,20,10
9.84,98.4,20,10
9.85,98.5,20,10
9.86,98.6,20,10
9.87,98.7,20,10
9.88,98.8,20,10
9.89,98.9,20,10
9.9,99,20,10
9.91,99.1,20,10
9.92,99.2,20,10
9.93,99.3,20,10
9.94,99.4,20,10
9.95,99.5,20,10
9.96,99.6,20,10
9.97,99.7,20,10
9.98,99.8,20,10
9.99,99.9,20,10
10,100,20,10
10.01,100.1,20,10
10.02,100.2,20,10
10.03,100.3,20,10
10.04,100.4,20,10
10.05,100.5,20,10
10.06,100.6,20,10
10.07,100.7,20,10
10.08,100.8,20,10
10.09,100.9,20,10
10.1,101,20,10
10.11,101.1,20,10
10.12,101.2,20,10
10.13,101.3,20,10
10.14,101.4,20,10
10.15,101.5,20,10
10.16,101.6,20,10
10.17,101.7,20,10
10.18,101.8,20,10
10.19,101.9,20,10
10.2,102,20,10
10.21,102.1,20,10
10.22,102.2,20,10
10.23,102.3,20,10
10.24,102.4,20,10
10.25,102.5,20,10
10.26,102.6,20,10
10.27,102.7,20,10
10.28,102.8,20,10
10.29,102.9,20,10
10.3,103,20,10
10.31,103.1,20,10
10.32,103.2,20,10
10.33,103.3,20,10
10.34,103.4,20,10
10.35,103.5,20,10
10.36,103.6,20,10
10.37,103.7,20,10
10.38,103.8,20,10
10.39,103.9,20,10
10.4,104,20,10
10.41,104.1,20,10
10.42,104.2,20,10
10.43,104.3,20,10
10.44,104.4,20,10
10.45,104.5,20,10
10.46,104.6,20,10
10.47,104.7,20,10
10.48,104.8,20,10
10.49,104.9,20,10
10.5,105,20,10
10.51,105.1,20,10
10.52,105.2,20,10
10.53,105.3,20,10
10.54,105.4,20,10
10.55,105.5,20,10
10.56,105.6,20,10
10.57,105.7,20,10
10.58,105.8,20,10
10.59,105.9,20,10
10.6,106,20,10
10.61,106.1,20,10
10.62,106.2,20,10
10.63,106.3,20,10
10.64,106.4,20,10
10.65,106.5,20,10
10.66,106.6,20,10
10.67,106.7,20,10
10.68,106.8,20,10
10.69,106.9,20,10
10.7,107,20,10
10.71,107.1,20,10
10.72,107.2,20,10
10.73,107.3,20,10
10.74,107.4,20,10
10.75,107.5,20,10
10.76,107.6,20,10
10.77,107.7,20,10
10.78,107.8,20,10
10.79,107.9,20,10
10.8,108,20,10
10.81,108.1,20,10
10.82,108.2,20,10
10.83,108.3,20,10
10.84,108.4,20,10
10.85,108.5,20,10
10.86,108.6,20,10
10.87,108.7,20,10
10.88,108.8,20,10
10.89,108.9,20,10
10.9,109,20,10
10.91,109.1,20,10
10.92,109.2,20,10
10.93,109.3,20,10
10.94,109.4,20,10
10.95,109.5,20,10
10.96,109.6,20,10
10.97,109.7,20,10
10.98,109.8,20,10
10.99,109.9,20,10
11,110,20,10
11.01,110.1,20,10
11.02,110.2,20,10
11.03,110.3,20,10
11.04,110.4,20,10
11.05,110.5,20,10
11.06,110.6,20,10
11.07,110.7,20,10
11.08,110.8,20,10
11.09,110.9,20,10
11.1,111,20,10
11.11,111.1,20,10
11.12,111.2,20,10
11.13,111.3,20,10
11.14,111.4,20,10
11.15,111.5,20,10
11.16,111.6,20,10
11.17,111.7,20,10
11.18,111.8,20,10
11.19,111.9,20,10
11.2,112,20,10
11.21,112.1,20,10
11.22,112.2,20,10
11.23,112.3,20,10
11.24,112.4,20,10
11.25,112.5,20,10
11.26,112.6,20,10
11.27,112.7,20,10
11.28,112.8,20,10
11.29,112.9,20,10
11.3,113,20,10
11.31,113.1,20,10
11.32,113.2,20,10
11.33,113.3,20,10
11.34,113.4,20,10
11.35,113.5,20,10
11.36,113.6,20,10
11.37,113.7,20,10
11.38,113.8,20,10
11.39,113.9,20,10
11.4,114,20,10
11.41,114.1,20,10
11.42,114.2,20,10
11.43,114.3,20,10
11.44,114.4,20,10
11.45,114.5,20,10
11.46,114.6,20,10
11.47,114.7,20,10
11.48,114.8,20,10
11.49,114.9,20,10
11.5,115,20,10
11.51,115.1,20,10
11.52,115.2,20,10
11.53,115.3,20,10
11.54,115.4,20,10
11.55,115.5,20,10
11.56,115.6,20,10
11.57,115.7,20,10
11.58,115.8,20,10
11.59,115.9,20,10
11.6,116,20,10
11.61,116.1,20,10
11.62,116.2,20,10
11.63,116.3,20,10
11.64,116.4,20,10
11.65,116.5,20,10
11.66,116.6,20,10
11.67,116.7,20,10
11.68,116.8,20,10
11.69,116.9,20,10
11.7,117,20,10
